id	net_time	start_time	end_time	op	wf_curr_app	userid	status	user_type	comments	appid	grID	internalfileid	clientid	log_id
3936	631.29000000	20230403121623	20230403122654	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	COROS		E	yyy	ClientsAmortizationSchedule	GR000000295218		CL000000013568	LT000000003903
3558	614.45000000	20230403104137	20230403105152	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600H	MGUANDALINI	GRACCEPTANCESEG	I	yyy	GuaranteeRequest	GR000000294877	9751FID	CL000000013485	LT000000003526
12419	537.85000000	20230412164038	20230412164936	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295288	9791FID	CL000000013548	LT000000012336
12418	537.09000000	20230412163818	20230412164715	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	MFACENDOLA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295182	9641FID	CL000000013367	LT000000012335
11449	505.72000000	20230412104204	20230412105029	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295446	9804FID	CL000000013568	LT000000011368
12466	491.73000000	20230412165832	20230412170644	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	MFACENDOLA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295182	9641FID	CL000000013367	LT000000012383
547	475.74000000	20230330111451	20230330112247	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	BANCACENTROQUILICI		E	yyy	GuaranteeRequest	GR000000294968	9791FID	CL000000013548	LT000000000542
546	460.06000000	20230330111501	20230330112241	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	BANCACENTROQUILICI		E	yyy	GuaranteeRequest	GR000000294968	9791FID	CL000000013548	LT000000000541
12458	456.47000000	20230412165843	20230412170620	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	MFACENDOLA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295182	9641FID	CL000000013367	LT000000012375
10032	415.31000000	20230407130248	20230407130943	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	MSALVATICI		E	yyy	GuaranteeRequest	GR000000295218	9804FID	CL000000013568	LT000000009961
10031	405.46000000	20230407130252	20230407130937	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	MSALVATICI		E	yyy	GuaranteeRequest	GR000000295218	9804FID	CL000000013568	LT000000009960
4019	336.82000000	20230403123738	20230403124315	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000294992	9702FID	CL000000013412	LT000000003986
3557	320.63000000	20230403104629	20230403105149	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600H	MGUANDALINI	GRACCEPTANCESEG	I	yyy	GuaranteeRequest	GR000000294877	9751FID	CL000000013485	LT000000003525
3949	318.71000000	20230403122200	20230403122719	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000293830	9637FID	CL000000013351	LT000000003916
10936	314.82000000	20230411170202	20230411170717	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010859
3556	308.18000000	20230403104636	20230403105144	GuaranteeRequestDetail.asp --> ShowForm-Send	#WF0600H	MGUANDALINI	GRACCEPTANCESEG	I	yyy	GuaranteeRequest	GR000000294877	9751FID	CL000000013485	LT000000003524
3256	308.01000000	20230403094908	20230403095416	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295176	9786FID	CL000000013538	LT000000003229
3693	307.70000000	20230403111218	20230403111726	ClientsFunctions.asp --> Sub PrintReportFID	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295096	9781FID	CL000000013537	LT000000003661
3952	304.34000000	20230403122217	20230403122721	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295029	9782FID	CL000000013531	LT000000003919
10938	297.83000000	20230411171252	20230411171750	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295107	9736FID	CL000000013481	LT000000010861
3937	280.08000000	20230403122220	20230403122700	Caricamento Pagina	XXX	MUGLIONI21	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003904
1988	273.86000000	20230331105627	20230331110101	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295029	9782FID	CL000000013531	LT000000001971
5127	266.80000000	20230404082607	20230404083033	Caricamento Pagina	XXX	MUGLIONI21	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005091
9349	260.96000000	20230406133027	20230406133448	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	LFINI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295348	9748FID	CL000000013497	LT000000009278
10928	250.15000000	20230411170227	20230411170637	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010851
7346	248.98000000	20230405090943	20230405091352	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0100	ALBEROBELLOPROMOZIONISERVIZI		E	yyy	GuaranteeRequest	GR000000294995	9783FID	CL000000013550	LT000000007291
11750	247.32000000	20230412124911	20230412125318	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	PREALPIPROMOZIONISERVIZI		E	yyy	GuaranteeRequest	GR000000295404	9805FID	CL000000013572	LT000000011667
5655	246.45000000	20230404121608	20230404122015	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295249	9751FID	CL000000013485	LT000000005615
11778	241.73000000	20230412130448	20230412130850	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295354	9798FID	CL000000013566	LT000000011695
9294	237.99000000	20230406131233	20230406131631	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295348	9748FID	CL000000013497	LT000000009223
11749	229.81000000	20230412124922	20230412125312	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	PREALPIPROMOZIONISERVIZI		E	yyy	GuaranteeRequest	GR000000295404	9805FID	CL000000013572	LT000000011666
6770	227.87000000	20230404170521	20230404170909	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295277	9795FID	CL000000013565	LT000000006719
9341	227.15000000	20230406133039	20230406133427	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295348	9748FID	CL000000013497	LT000000009270
11476	216.45000000	20230412105811	20230412110147	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295327	9793FID	CL000000013522	LT000000011395
12400	215.67000000	20230412163454	20230412163830	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295456	9727FID	CL000000013474	LT000000012317
12319	212.74000000	20230412160531	20230412160904	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	MFACENDOLA	XXX	I	yyy	ClientsLoans	XXX	XXX	XXX	LT000000012236
5305	208.71000000	20230404090342	20230404090711	Caricamento Pagina	XXX	DDESIMONE	XXX	I	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005269
958	204.71000000	20230330143605	20230330143930	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295120	9749FID	CL000000013493	LT000000000951
11378	204.59000000	20230412102837	20230412103201	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295437	9801FID	CL000000013570	LT000000011297
950	203.16000000	20230330142925	20230330143248	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295120	9749FID	CL000000013493	LT000000000943
12399	202.16000000	20230412163507	20230412163829	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295456	9727FID	CL000000013474	LT000000012316
2616	200.87000000	20230331161352	20230331161713	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	SCHEMBARI		E	yyy	GuaranteeRequest	GR000000295183	9795FID	CL000000013565	LT000000002597
11082	196.26000000	20230412085247	20230412085603	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295437	9801FID	CL000000013570	LT000000011005
11829	195.83000000	20230412131808	20230412132124	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	MFACENDOLA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295396	9634FID	CL000000013354	LT000000011746
11048	195.35000000	20230412083252	20230412083608	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295436	9802FID	CL000000013541	LT000000010971
4720	194.29000000	20230403155216	20230403155530	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	CHIANTIBANCA		E	yyy	GuaranteeRequest	GR000000295194	9798FID	CL000000013566	LT000000004684
815	193.02000000	20230330125129	20230330125442	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295141	9785FID	CL000000013551	LT000000000808
781	187.82000000	20230330122850	20230330123158	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295141	9785FID	CL000000013551	LT000000000774
2615	187.26000000	20230331161401	20230331161708	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	SCHEMBARI		E	yyy	GuaranteeRequest	GR000000295183	9795FID	CL000000013565	LT000000002596
11815	187.24000000	20230412131742	20230412132049	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	BANCACENTROQUILICI		E	yyy	GuaranteeRequest	GR000000295378	9806FID	CL000000013571	LT000000011732
991	185.67000000	20230330145316	20230330145621	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3041	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000000983
3855	180.18000000	20230403115848	20230403120148	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000294967	9725FID	CL000000013429	LT000000003822
8544	178.54000000	20230405144000	20230405144259	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295354	9798FID	CL000000013566	LT000000008476
2524	178.29000000	20230331141824	20230331142122	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	MUGLIONI21		E	yyy	GuaranteeRequest	GR000000294746	9793FID	CL000000013522	LT000000002505
2312	177.78000000	20230331120717	20230331121015	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295176	9786FID	CL000000013538	LT000000002294
4718	177.62000000	20230403155226	20230403155524	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	CHIANTIBANCA		E	yyy	GuaranteeRequest	GR000000295194	9798FID	CL000000013566	LT000000004682
2489	176.71000000	20230331140021	20230331140317	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295179	9788FID	CL000000013518	LT000000002470
8612	172.89000000	20230405151132	20230405151425	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600G	ALTAVALSUGANAPROMOZIONISERVIZI	FIDDISBURSEMENTBANK	E	yyy	GuaranteeRequest	GR000000295334	9758FID	CL000000013486	LT000000008543
7662	172.45000000	20230405104344	20230405104636	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295327	9793FID	CL000000013522	LT000000007604
11811	169.80000000	20230412131753	20230412132043	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	BANCACENTROQUILICI		E	yyy	GuaranteeRequest	GR000000295378	9806FID	CL000000013571	LT000000011728
5446	167.97000000	20230404095534	20230404095821	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3021	LFINI	GRRimodPDAAcceptedDIR	I	yyy	GuaranteeRequest	GR000000295210	8951FID	CL000000012375	LT000000005409
966	167.78000000	20230330144635	20230330144922	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedIST	I	yyy	ClientsAmortizationSchedule	GR000000294480	5046FID	CL000000007461	LT000000000958
817	167.45000000	20230330125448	20230330125736	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295141	9785FID	CL000000013551	LT000000000810
8611	167.23000000	20230405151138	20230405151425	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600G	ALTAVALSUGANAPROMOZIONISERVIZI	FIDDISBURSEMENTBANK	E	yyy	GuaranteeRequest	GR000000295334	9758FID	CL000000013486	LT000000008542
2523	162.79000000	20230331141834	20230331142117	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	MUGLIONI21		E	yyy	GuaranteeRequest	GR000000294746	9793FID	CL000000013522	LT000000002504
3701	161.46000000	20230403111516	20230403111758	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295029	9782FID	CL000000013531	LT000000003669
11112	158.15000000	20230412090553	20230412090832	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295436	9802FID	CL000000013541	LT000000011035
8610	157.38000000	20230405151144	20230405151422	GuaranteeRequestDetail.asp --> ShowForm-Send	#WF0600G	ALTAVALSUGANAPROMOZIONISERVIZI	FIDDISBURSEMENTBANK	E	yyy	GuaranteeRequest	GR000000295334	9758FID	CL000000013486	LT000000008541
8609	156.55000000	20230405151145	20230405151422	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	BARUGO		E	yyy	GuaranteeRequest	GR000000295353	9801FID	CL000000013570	LT000000008541
982	151.46000000	20230330145322	20230330145553	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000000974
4637	147.82000000	20230403154051	20230403154319	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	SCHEMBARI		E	yyy	GuaranteeRequest	GR000000295144	9797FID	CL000000013562	LT000000004601
6146	146.62000000	20230404155557	20230404155824	Caricamento Pagina	XXX	CILIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000006103
3988	145.29000000	20230403123505	20230403123731	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000003955
1158	145.12000000	20230330153836	20230330154101	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF3041	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000001149
9678	145.00000000	20230406182610	20230406182835	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	ALESERAFINI		E	yyy	GuaranteeRequest	GR000000294897	9802FID	CL000000013541	LT000000009607
8608	144.95000000	20230405151149	20230405151414	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	BARUGO		E	yyy	GuaranteeRequest	GR000000295353	9801FID	CL000000013570	LT000000008540
5907	142.97000000	20230404145143	20230404145406	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3021	LFINI	GRRimodPDAAcceptedDIR	I	yyy	GuaranteeRequest	GR000000295210	8951FID	CL000000012375	LT000000005866
1157	141.83000000	20230330153836	20230330154058	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000001148
5398	141.48000000	20230404094517	20230404094739	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedDIR	I	yyy	ClientsAmortizationSchedule	GR000000295210	8951FID	CL000000012375	LT000000005361
1209	141.39000000	20230330154851	20230330155112	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000257727	7719FID	CL000000011081	LT000000001200
5419	137.51000000	20230404095038	20230404095256	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedDIR	I	yyy	ClientsAmortizationSchedule	GR000000295210	8951FID	CL000000012375	LT000000005382
5438	134.05000000	20230404095539	20230404095754	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedDIR	I	yyy	GuaranteeRequest	GR000000295210	8951FID	CL000000012375	LT000000005401
2424	133.78000000	20230331130557	20230331130811	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	GARDA		E	yyy	GuaranteeRequest	GR000000295034	9792FID	CL000000013552	LT000000002405
4635	131.87000000	20230403154101	20230403154313	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	SCHEMBARI		E	yyy	GuaranteeRequest	GR000000295144	9797FID	CL000000013562	LT000000004599
6581	130.31000000	20230404165056	20230404165306	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295266	9789FID	CL000000013542	LT000000006532
6710	126.85000000	20230404165947	20230404170154	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295266	9789FID	CL000000013542	LT000000006659
9677	126.48000000	20230406182624	20230406182830	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ALESERAFINI		E	yyy	GuaranteeRequest	GR000000294897	9802FID	CL000000013541	LT000000009606
8986	125.46000000	20230406110831	20230406111037	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295350	9797FID	CL000000013562	LT000000008916
365	123.68000000	20230330103314	20230330103518	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295096	9781FID	CL000000013537	LT000000000361
574	122.21000000	20230330112527	20230330112729	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295096	9781FID	CL000000013537	LT000000000569
8827	121.92000000	20230406093629	20230406093831	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295312	9792FID	CL000000013552	LT000000008758
929	119.90000000	20230330141431	20230330141630	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295120	9749FID	CL000000013493	LT000000000922
12130	118.29000000	20230412150700	20230412150858	Caricamento Pagina	XXX	CINQUEGRANI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000012047
6142	117.97000000	20230404155558	20230404155756	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF3041	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000295256	8951FID	CL000000012375	LT000000006099
9041	116.45000000	20230406113749	20230406113946	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295312	9792FID	CL000000013552	LT000000008971
1201	115.45000000	20230330154857	20230330155053	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000257727	7719FID	CL000000011081	LT000000001192
2423	114.93000000	20230331130608	20230331130803	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	GARDA		E	yyy	GuaranteeRequest	GR000000295034	9792FID	CL000000013552	LT000000002404
6141	114.12000000	20230404155558	20230404155752	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000295256	8951FID	CL000000012375	LT000000006098
5899	112.91000000	20230404145150	20230404145343	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	LFINI	GRRimodPDAAcceptedDIR	I	yyy	GuaranteeRequest	GR000000295210	8951FID	CL000000012375	LT000000005858
1166	109.97000000	20230330153937	20230330154126	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000257726	7358FID	CL000000010649	LT000000001157
2092	109.43000000	20230331111120	20230331111309	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000294747	9631FID	CL000000013325	LT000000002075
3698	109.38000000	20230403111558	20230403111748	Caricamento Pagina	XXX	CANOSALACONIAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003666
2108	83.46000000	20230331111516	20230331111639	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	FCATANIA	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000207680	2468FID	CL000000003887	LT000000002091
4719	81.20000000	20230403155408	20230403155529	Caricamento Pagina	XXX	FRINALDI	XXX	I	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004683
2107	79.83000000	20230331111519	20230331111639	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2100	FCATANIA	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000207680	2468FID	CL000000003887	LT000000002090
11414	79.27000000	20230412103702	20230412103821	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011333
11413	75.00000000	20230412103706	20230412103821	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011332
11551	73.84000000	20230412111704	20230412111817	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011469
12351	73.47000000	20230412162310	20230412162423	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	MFACENDOLA	XXX	I	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000012268
3891	73.36000000	20230403120948	20230403121101	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000003858
7577	72.06000000	20230405102441	20230405102553	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295266	9789FID	CL000000013542	LT000000007519
3246	71.66000000	20230403095132	20230403095243	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003219
683	71.61000000	20230330115313	20230330115425	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2110	SSCAGNETTI	GRReschedulingOrderMonitoring	I	yyy	GuaranteeRequest	GR000000295137	3877FID	CL000000005805	LT000000000677
11650	71.33000000	20230412121138	20230412121249	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011567
11550	70.40000000	20230412111707	20230412111817	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011468
3783	69.09000000	20230403113714	20230403113823	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000003751
10053	68.42000000	20230407132851	20230407132959	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	PREALPIPROMOZIONISERVIZI	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000009982
3252	68.21000000	20230403095154	20230403095302	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	ClientsAmortizationSchedule	GR000000295112	9689FID	CL000000013414	LT000000003225
11649	67.86000000	20230412121141	20230412121249	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2001	DCARANGELO	GRAttivaGaranziaSEG	I	yyy	GuaranteeRequest	GR000000294263	4240FID	CL000000006252	LT000000011566
2758	67.81000000	20230403084123	20230403084230	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0200	MGUANDALINI	GRPreverification	I	yyy	GuaranteeRequest	GR000000295134	9791FID	CL000000013548	LT000000002739
12318	67.10000000	20230412160734	20230412160841	Caricamento Pagina	XXX	ALIROB	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000012235
7576	66.88000000	20230405102446	20230405102553	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295266	9789FID	CL000000013542	LT000000007518
10036	66.72000000	20230407130942	20230407131049	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	PREALPIPROMOZIONISERVIZI	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000009965
