id	net_time	start_time	end_time	op	wf_curr_app	userid	status	user_type	comments	appid	grID	internalfileid	clientid	log_id
2358	0.05000000	20230331121950	20230331121950	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000002339
2432	0.05000000	20230331131159	20230331131159	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000002413
12373	0.05000000	20230412162822	20230412162822	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012290
12375	0.05000000	20230412162830	20230412162830	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012292
12356	0.05000000	20230412162657	20230412162657	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012273
12448	0.05000000	20230412165835	20230412165835	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012365
12421	0.05000000	20230412164947	20230412164947	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012338
12428	0.05000000	20230412165614	20230412165614	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012345
12432	0.05000000	20230412165617	20230412165617	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012349
12272	0.05000000	20230412155936	20230412155936	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012189
12273	0.05000000	20230412155936	20230412155936	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012190
12303	0.05000000	20230412160444	20230412160444	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012220
12304	0.05000000	20230412160444	20230412160445	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012221
12307	0.05000000	20230412160448	20230412160448	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000012224
11631	0.05000000	20230412120507	20230412120507	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011548
11612	0.05000000	20230412120130	20230412120130	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011529
11654	0.05000000	20230412121413	20230412121413	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011571
11719	0.05000000	20230412123931	20230412123931	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011636
11516	0.05000000	20230412111350	20230412111350	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011434
11498	0.05000000	20230412110511	20230412110511	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011416
11505	0.05000000	20230412110752	20230412110752	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011423
11477	0.05000000	20230412110158	20230412110158	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011396
11589	0.05000000	20230412115235	20230412115235	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011506
11597	0.05000000	20230412115726	20230412115726	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011514
11908	0.05000000	20230412133710	20230412133710	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011825
11929	0.05000000	20230412135104	20230412135104	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011846
11894	0.05000000	20230412133438	20230412133438	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011811
11761	0.05000000	20230412130142	20230412130142	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011678
11798	0.05000000	20230412131650	20230412131650	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011715
11854	0.05000000	20230412132920	20230412132920	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FFAILLI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011771
10132	0.05000000	20230411093944	20230411093944	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LCASA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010061
10045	0.05000000	20230407131249	20230407131249	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009974
10008	0.05000000	20230407125708	20230407125708	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009937
10037	0.05000000	20230407131117	20230407131117	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009966
10038	0.05000000	20230407131117	20230407131117	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009967
10280	0.05000000	20230411101344	20230411101344	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LTGEMMA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010208
9853	0.05000000	20230407113925	20230407113925	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009782
9854	0.05000000	20230407113926	20230407113926	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009783
9842	0.05000000	20230407113529	20230407113529	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LFINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009771
9843	0.05000000	20230407113529	20230407113529	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LFINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009772
9720	0.05000000	20230407082910	20230407082910	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009649
9498	0.05000000	20230406154404	20230406154404	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009427
9229	0.05000000	20230406124149	20230406124150	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009158
9268	0.05000000	20230406130735	20230406130735	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009197
9284	0.05000000	20230406131321	20230406131321	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DMASSELLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009213
9285	0.05000000	20230406131321	20230406131321	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DMASSELLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009214
9169	0.05000000	20230406123222	20230406123222	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009098
9296	0.05000000	20230406131632	20230406131632	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	SSCATOLINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009225
9373	0.05000000	20230406144511	20230406144511	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	SSCAGNETTI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009302
9411	0.05000000	20230406145454	20230406145454	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009340
9403	0.05000000	20230406145306	20230406145306	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	SSCATOLINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009332
9404	0.05000000	20230406145306	20230406145306	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	SSCATOLINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009333
11201	0.05000000	20230412100708	20230412100708	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011124
11184	0.05000000	20230412095642	20230412095642	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011107
11191	0.05000000	20230412095730	20230412095730	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011114
11216	0.05000000	20230412100934	20230412100934	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011138
11308	0.05000000	20230412102055	20230412102055	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011228
11380	0.05000000	20230412103214	20230412103214	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011299
11364	0.05000000	20230412102953	20230412102953	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011283
11372	0.05000000	20230412103130	20230412103130	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011291
11335	0.05000000	20230412102530	20230412102530	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011254
11443	0.05000000	20230412104920	20230412104920	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011362
11391	0.05000000	20230412103440	20230412103440	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011310
11169	0.05000000	20230412094826	20230412094826	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011092
11151	0.05000000	20230412094238	20230412094238	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011074
11152	0.05000000	20230412094238	20230412094238	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011075
11132	0.05000000	20230412093725	20230412093725	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011055
11113	0.05000000	20230412090844	20230412090844	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011036
11049	0.05000000	20230412083619	20230412083619	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010972
11065	0.05000000	20230412084452	20230412084452	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010988
11066	0.05000000	20230412084452	20230412084452	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010989
11059	0.05000000	20230412084411	20230412084411	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010982
11074	0.05000000	20230412084733	20230412084733	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010997
11083	0.05000000	20230412085614	20230412085615	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011006
10971	0.05000000	20230412080909	20230412080909	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010894
10986	0.05000000	20230412081742	20230412081742	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010909
11025	0.05000000	20230412082336	20230412082336	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010948
11000	0.05000000	20230412082054	20230412082054	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010923
10910	0.05000000	20230411165537	20230411165537	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010833
10922	0.05000000	20230411170215	20230411170215	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010845
10894	0.05000000	20230411164314	20230411164314	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010817
10895	0.05000000	20230411164314	20230411164314	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010818
10904	0.05000000	20230411165518	20230411165518	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010827
10888	0.05000000	20230411164252	20230411164252	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010811
10889	0.05000000	20230411164252	20230411164252	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010812
10892	0.05000000	20230411164258	20230411164258	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010815
10819	0.05000000	20230411145648	20230411145648	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010742
10840	0.05000000	20230411150908	20230411150909	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010763
10880	0.05000000	20230411163531	20230411163531	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010803
10869	0.05000000	20230411161325	20230411161325	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010792
10536	0.05000000	20230411113927	20230411113927	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LTGEMMA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010461
10537	0.05000000	20230411113927	20230411113927	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LTGEMMA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010462
10487	0.05000000	20230411112515	20230411112515	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010412
10453	0.05000000	20230411112129	20230411112129	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LCASA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010378
10444	0.05000000	20230411111533	20230411111533	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LCASA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010369
10393	0.05000000	20230411105014	20230411105014	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010320
10377	0.05000000	20230411104615	20230411104616	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010304
10335	0.05000000	20230411104038	20230411104038	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	LCASA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000010263
11394	0.04000000	20230412103447	20230412103447	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011313
11395	0.04000000	20230412103447	20230412103447	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011314
11418	0.04000000	20230412104142	20230412104142	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MSCARINZI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011337
11450	0.04000000	20230412105040	20230412105040	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011369
11451	0.04000000	20230412105040	20230412105041	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011370
11426	0.04000000	20230412104232	20230412104232	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011345
11436	0.04000000	20230412104836	20230412104836	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011355
11317	0.04000000	20230412102223	20230412102223	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011237
11349	0.04000000	20230412102708	20230412102708	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011268
11350	0.04000000	20230412102708	20230412102708	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011269
11341	0.04000000	20230412102558	20230412102558	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011260
11342	0.04000000	20230412102559	20230412102559	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011261
11371	0.04000000	20230412103130	20230412103130	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011290
11365	0.04000000	20230412102953	20230412102953	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011284
11356	0.04000000	20230412102821	20230412102822	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011275
11379	0.04000000	20230412103214	20230412103214	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011298
11390	0.04000000	20230412103440	20230412103440	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011309
11309	0.04000000	20230412102055	20230412102055	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011229
11319	0.04000000	20230412102223	20230412102223	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011238
11292	0.04000000	20230412101954	20230412101954	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011213
11295	0.04000000	20230412102000	20230412102000	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011216
11296	0.04000000	20230412102000	20230412102000	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011217
11262	0.04000000	20230412101441	20230412101441	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011183
11263	0.04000000	20230412101441	20230412101441	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011184
11255	0.04000000	20230412101350	20230412101350	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011176
11256	0.04000000	20230412101350	20230412101350	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011177
11240	0.04000000	20230412101241	20230412101241	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011162
11190	0.04000000	20230412095730	20230412095730	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011113
11183	0.04000000	20230412095642	20230412095642	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011106
9374	0.04000000	20230406144511	20230406144511	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	SSCAGNETTI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009303
9161	0.04000000	20230406123106	20230406123106	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009090
9236	0.04000000	20230406124221	20230406124221	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MGUANDALINI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009165
9721	0.04000000	20230407082910	20230407082910	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	ASERRA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000009650
11858	0.04000000	20230412132928	20230412132928	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011775
11859	0.04000000	20230412132929	20230412132929	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011776
11847	0.04000000	20230412132818	20230412132818	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011764
11876	0.04000000	20230412133042	20230412133042	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FRINALDI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011793
11868	0.04000000	20230412133005	20230412133005	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FFAILLI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011785
11869	0.04000000	20230412133005	20230412133005	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	FFAILLI	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011786
11820	0.04000000	20230412132102	20230412132102	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011737
11813	0.04000000	20230412132048	20230412132048	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	MFACENDOLA	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011730
11831	0.04000000	20230412132312	20230412132312	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011748
11832	0.04000000	20230412132312	20230412132312	ClientsFunctions.asp --> Function ShowPreviousListCommission	yyy	DDESIMONE	XXX	I	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000011749
